name,description,category,price,stock,image_url
The Definitive Vince Guaraldi,"Fantasy Records salutes the famed pianist, who, despite gold records and global acclaim as a renowned jazz artist, will always be best known for his cheerful, uplifting work with Charlie Brown and the Peanuts gang. Although he passed away at the young age of 47 in 1976, Vince Guaraldi will always live on in the minds and hearts of jazz and music fans of all ages; and this special 2-CD set is the ideal salute to this very deserving artist.",General,15.69,47,https://m.media-amazon.com/images/I/4104koBRi6L._SX300_SY300_QL70_FMwebp_.jpg
"FantasyDay Non-stick Cream Horn Molds Stainless Steel, 4.92 inch Large Size Cannoli Tubes Kit Pack of 12 Baking Cones Pastry Roll Horn Croissant Mold - Christmas Anniversary Free Standing Cone Shape","Bake cream horns that look and taste delicious with the FantasyDay Stainless Steel Cream Horn Moulds. They're really easy to use, so they’re ideal whether you're a regular pastry baker or someone who's looking to expand their baking repertoire! Features: - The Cream Cannoli Tubes is made of high quality food grade stainless steel, these filling horn cones do not stick and have high heat resistance, no coating. Durable and easy to maintain. - Suitable for Cannoli, croissant, danish roll, pizza roll, etc. With these moulds you can make friable and savoury shells and decorate them with stuffs like fruit, jam, chocolate, cream, and so on. - The shape is designed conveniently with slant edges making it easy to use. - Simple usage: Wrap or wind the dough on these cream rolls, bake them in the oven or fry them in oil. After cooling, take off the horn cones and the hollow cream horn cones can be filled with filling. Specifications: Type: DIY Baking Mold Material: 430 stainless steel Color: silver Quantity: 12pcs/set Size: Length: 4.92 inch / 12.5cmWidth: 0.98 inch / 2.5 cmThe package includes: 12x cream horn cones molds baking mold Use tips: To get started, simply grease the moulds, then wrap your puff pastry round each one before placing them in your oven to bake. Once baked you can easily take off the moulds, leaving you with perfectly formed horn-shaped pastries - ready to be filled with cream, custard, jam or fruit. These classic treats are ideal with afternoon tea, or as a dinner party dessert. Guaranteed: For high quality, multitask usage. If you are not satisfied with your purchase, we will be pleased to refund you.",General,11.99,37,https://m.media-amazon.com/images/I/71tJaMVBHIL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Covercraft UVS100 Custom Sunscreen | UV11244BL | Compatible with Select BMW 3 Series Models, Blue Metallic","The UVS100 Custom Sunscreen is an affordable way to protect the interior of your vehicle from damaging UV rays as well as adding a level of comfort and protection by reducing the interior temperature of the vehicle on hot days. The sunscreen is made to fit your exact windshield, providing maximum coverage to keep your vehicle cooler.",General,72.55,24,https://m.media-amazon.com/images/I/612Gqdf6JXL.__AC_SX300_SY300_QL70_ML2_.jpg
Skechers Men's Crossbar Oxford,Relaxed fit outdoor shoe,General,53.93,6,https://m.media-amazon.com/images/I/81-T20Hxu0L.__AC_SY395_SX395_QL70_ML2_.jpg
"Ecko Joggers for Men – Mens Sweatpants with Pockets, Mens Joggers Lounge Pants","Drawstring Waist: When it comes to sweatpants for men the most important part is mobility. That’s why these men’s jogger pants feature an elastic drawstring waistband that contours to your body and won’t hamper your movement by sliding down. 2 Side & 2 Back Pockets: Apparel shouldn’t only have to be about style. That’s why ECKO aims to make its apparel practical as well. These poly fleece men’s joggers feature 2 large side pockets and 2 back pockets to conveniently carry your phone, keys, or any other small items you need to keep close by. All-Around Versatility: These lightweight comfortable joggers for men are perfect for lounging around the house, taking the dog for a walk, casual hangouts, or even taking a nap. You never know what the day will throw at you, that’s why it feels great to be prepared with clothes like these athletic men’s sweatpants that are ideal in any situation. Wardrobe Staple: These fleece men’s joggers sweatpants by ECKO are sure to become a wardrobe favorite. These fleece joggers for men feature a classic, clean-cut design combined with the expert craftsmanship you've come to expect from ECKO.     Twill Cargo Shorts Ripstop Cargo Shorts Fleece Joggers Sweatpants Twill Cargo Jogger Pants Item Quantity 1 1 1 1 Material 100% Cotton 100% Cotton Fleece 98% Cotton, 2% Spandex Uses casual, work, tactical , summer , fishing casual, work, tactical , summer , fishing casual, work, walk, nap casual, work, walk, nap",General,19.99,11,https://m.media-amazon.com/images/I/71EseO4dnfL.__AC_SY445_SX342_QL70_FMwebp_.jpg
"E-Z LOK 400-5 Threaded Inserts for Wood, Installation Kit, Brass, Includes 5/16-18 Knife Thread Inserts (5), Drill, Installation Tool","E-Z LOK Knife Thread inserts provide an easy to use solution for adding machine threads to wood. Ideal for use in virtually any wood (not recommended for plywood), these inserts use a proprietary external thread for superior holding power.",General,29.49,16,https://m.media-amazon.com/images/I/41ZVqxj1+1L._SX342_SY445_.jpg
"Smead Colored Hanging File Folder with Tab, 1/5-Cut Adjustable Tab, Letter Size, Maroon, 25 per Box (64073)","If it’s worth hanging on to, it deserves a Smead hanging file. Hanging file folders are the most popular way to keep papers organized in desk drawers, file cabinets and file boxes. Available in 17 bright colors, Smead’s Colored Hanging File Folders are the perfect choice for organizing and color-coding different types of files to save you time and frustration. Each letter size hanging file folder in this 25-pack features a 1/5-cut repositionable poly tab and coated rod tips that slide easily in file drawers for hassle-free organizing and improved access to documents. The clear poly tabs have replaceable white tab inserts and can be positioned in several locations on the front or back panel, making it easy to find the file you are looking for and create a customized filing system. Proudly made in the USA, these 11 pt. stock hanging file folders contain 10% recycled content, 10% post-consumer material and are SFI Sourcing Certified. This set includes 25 letter size hanging file folders (11-3/4"" W x 9-1/4"" H exclusive of rods and tabs) in a rich maroon color—use them with colored interior folders (sold separately) to prevent misfiling and add the Viewables Premium 3D Hanging Folder Tabs and Labels (64905, sold separately) to turn your filing mess into a filing masterpiece.",General,22.34,17,https://images-na.ssl-images-amazon.com/images/I/81UpOhKR6iL.__AC_SX300_SY300_QL70_ML2_.jpg
"Rotring 600 Ballpoint Pen, Medium Point, Blue Ink, Green Barrel, Refillable","The rOtring 600 ballpoint pen blends the iconic form of the 600 mechanical pencil with a smooth-writing ballpoint pen. Meant for a lifetime of use, the full-metal body provides ideal weight balance for fatigue-free writing and drawing. This premium pen is refillable and comes loaded with a high-quality metal refill. It also has a hexagonal shape so it doesn’t slide off your working table or writing space. The retractable design is convenient and airplane safe. Excellent for frequent writing, drawing and sketching.",General,29.99,22,https://m.media-amazon.com/images/I/41hgf867aCL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Skechers Women's Performance Go Walk Arch Fit-Glee Sneaker,Enjoy your long walks in supportive comfort wearing the Skechers GOwalk Arch Fit - Glee shoe. Featuring an athletic knit upper in a lace-up sneaker with removable Arch Fit insole and a lightweight ULTRA GO cushioned midsole.,General,58.56,15,https://m.media-amazon.com/images/I/81McV65nQ8L.__AC_SY395_SX395_QL70_FMwebp_.jpg
"Bluemoon Homes Sheet Sets for King Size Bed Egyptian Cotton 800 Thread Count Cotton Sheets King Size Set Deep Pocket Upto 16'' - Extra Long-Staple Cotton King Sheets, Sateen Weave, Soft Sheets(Taupe)","Q. What is 100% Egyptian cotton? Ans. The strong and unbroken yarn of Egyptian cotton results in a fabric that is flexible. This means that 100% Egyptian cotton bed sheets feel super soft and can last even longer than regular cotton. It also doesn't pill, unlike another cotton, even after many washes. Q. What are the fabrics used in this product? Ans. The thread and yarn we use to make of 100% long-staple Egyptian cotton fabric and gorgeous sateen weave. Egyptian cotton produces fibers that are far longer than other cotton. These fibers are smaller in diameter, longer in length, and much stronger than other types of cotton have.   We Work for Customer Needs Q. What is the difference between cotton and Egyptian cotton? Ans. Egyptian cotton is stronger than regular cotton, therefore longer-lasting. It's partly thanks to the extra-long fibers that Egyptian cotton plants produce, making yarns tougher yet oh so soft. Q. Are Egyptian cotton sheets worth it? Ans. Egyptian cotton sheets are often considered the height of luxury. They're prized for their superior softness, durability, and breathability. The distinct feel of Egyptian cotton sheets comes from the unique properties of Egyptian cotton itself.   Q. What's a good thread count on sheets? Ans. Thread count refers to the number of horizontal and vertical threads per square inch. Generally, the higher the thread count, the softer the sheet, and the more likely it will wear well — or even soften — over time. Good sheets range anywhere from 200 to 1000, although you'll occasionally see numbers over 1,000. Q. How often should you wash Egyptian cotton sheets? Ans. Normally, you should wash your Egyptian cotton sheets every 7-14 days to remove the sweat and oils that might otherwise cause your sheets to turn yellow.       Q. What is the dimension of this item? Ans. Choose the sheet set that fits your needs. Twin: 1 Fitted Sheet 39” X 75"" x 18"" deep pocket, 1 Flat Sheet 66"" X 96"" and 2 Standard Pillowcases 20"" X 30""Full: 1 Fitted Sheet 54"" X 75"" x 18"" deep pocket , 1 Flat Sheet 81"" X 96"" and 2 Standard Pillowcases 20"" X 30""Queen: 1 Fitted Sheet 60"" X 80"" x 18"" deep pocket , 1 Flat Sheet 90"" X 102"" and 2 Standard Pillowcases 20"" X 30""King: 1 Fitted Sheet 76"" X80"" x 18"" deep pocket , 1 Flat Sheet 102"" X 108"" and 2 King Pillowcases 20"" X 40""California King: 1 Fitted Sheet 72"" X 84"" x 18"" deep pocket , 1 Flat Sheet 102"" X 108"" and 2 King Pillowcases 20"" X 40"" Q. Do they have elastic all around the sheet or just on the corners? Ans. Elastic is only on corners the expertly tailored Corner elasticized fitted sheet with the durable elastic that goes all the corner side around the bed. The size that fits almost any mattress: to ensure a secure fit with Deep Pockets (up to 18 inches) that won’t ride up or move around in the middle of the night, staying smooth, snug, and wrinkle-free. Q. Is this item is durable? Ans. Always wash in normal water (30 degrees) to avoid wrinkles on the sheet. Remove your bedding from the washing machine promptly and Iron out the remaining moisture on the appropriate heat setting. Recommended for regular wash & short dry cycles for superior softness.   Q. How our sheets are best? Ans. Our sheets look royal and are also super comfy. Our bed sets go through rigorous quality checks and clearances before they reach you. We make better homes. Q. Which is better microfiber or Egyptian cotton sheets? Ans. Cotton sheets are more breathable than microfiber and won't trap heat as easily, providing a more comfortable sleep. However, microfiber sheets can be more durable than cotton sheets, as natural fibers–particularly less expensive cotton options–can break down more easily with frequent washes. White Bed Sheets Queen Set 1000 Thread Count Sheet & Pillowcase Sets White King Size Sheet Set 800 Thread Count 100% Egyptian Cotton White Sheets 600 Thread Count Bed Sheets Set - King Size Sheets White King Duvet Cover Set - King / Cal King Duvet Cover Cotton Cover Microfiber Filling White Comforter - California King/King Material 100% Egyptian Cotton 100% Egyptian Cotton 100% Egyptian Cotton 100% Egyptian Cotton 100% Egyptian Cotton Thread Count 1000 800 600 1000 800 Available in Sizes Twin, Full, Queen, King, California King Twin, Full, Queen, King, California King Twin, Full, Queen, King, California King Twin/Twin XL, Full/Queen, King/California King 300GSM & 400GSM (Twin/Twin XL, Full/Queen, King/California King) Breathable ✓ ✓ ✓ ✓ ✓ Wash Care Machine Wash In Cold Water With Mild Liquid Detergent Without Added Bleach Or Whiteners. Dry On Low Setting. Remove Before Completely Dry To Fold And Iron. Machine Wash In Cold Water With Mild Liquid Detergent Without Added Bleach Or Whiteners. Dry On Low Setting. Remove Before Completely Dry To Fold And Iron. Machine Wash In Cold Water With Mild Liquid Detergent Without Added Bleach Or Whiteners. Dry On Low Setting. Remove Before Completely Dry To Fold And Iron. Machine Wash In Cold Water With Mild Liquid Detergent Without Added Bleach Or Whiteners. Dry On Low Setting. Remove Before Completely Dry To Fold And Iron. Dry Clean Only. Pattern Solid Solid Solid Solid Solid Deep Pocket Upto 18 Inches Upto 18 Inches Upto 17 Inches NA NA Special Features 100% Natural, Sateen Weave, Long-Staple Cotton and Superior Yarn. 100% Natural, Sateen Weave, Long-Staple Cotton and Superior Yarn. 100% Natural, Sateen Weave, Long-Staple Cotton and Superior Yarn. 100% Natural, Sateen Weave, Long-Staple Cotton and Superior Yarn. 100% Natural, Sateen Weave, Long-Staple Cotton and Superior Yarn.",General,75.99,30,https://m.media-amazon.com/images/I/51t4I545fJL.__AC_SY300_SX300_QL70_FMwebp_.jpg
